Incident Id;Primary Charge;Street;City;State;Zipcode;Date of Arrest;Time of Arrest;Age;Race;Gender;Ethnicity;Type of Arrest;Drugs or Alcohol Present;Weapon Present;Disposition;latitude_longitude
39903;CITY ORDINANCE VIOLATION;108 ASHLEY FOREST RD;CHAPEL HILL;NC;27514;2019-03-21;12:31 AM;52;B;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.944265244,-79.056918383
39905;PAROLE VIOLATION;128 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-03-21;5:18 PM;53;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);N;;CLEARED BY ARREST;35.913285,-79.0545915
39902;FAIL TO APPEAR/COMPL;343 COBBLESTONE CT;CHAPEL HILL;NC;27514;2019-03-20;10:35 PM;25;B;F;N;TAKEN INTO CUSTODY (WARRANT/LP);N;;CLEARED BY ARREST;35.941473,-79.022808
39904;PROBATION VIOLATION(OUT OF COUNTY);200 SOMERSET DR.;CHAPEL HILL;NC;27516;2019-03-20;5:15 PM;43;B;F;;TAKEN INTO CUSTODY (WARRANT/LP);N;;CLEARED BY ARREST;35.937657,-79.049772
39901;NOISE ORDINANCE VIOLATION;828 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27516;2019-03-19;5:23 PM;22;W;M;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.926893,-79.0529265
39900;IMPAIRED DRIVING DWI;1741 FORDHAM BLVD;CHAPEL HILL;NC;27514;2019-03-19;10:40 PM;29;W;F;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.939940395,-79.020750462
39899;CONCEALING MDSE/SHOPLIFTING;108 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-03-19;9:05 PM;46;B;M;N;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.912817,-79.05519
39897;2ND DEGREE TRESPASS;109 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-03-19;3:02 PM;61;W;M;N;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.913398604,-79.055220268
39896;PHYSICAL SIMPLE ASSAULT;106 ASHLEY FOREST RD;CHAPEL HILL;NC;27514;2019-03-18;9:02 PM;52;W;F;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.944257786,-79.057017985
39895;LARCENY -  ALL OTHER;100 BLOCK S ELLIOTT RD;CHAPEL HILL;NC;27514;2019-03-18;4:00 PM;31;W;M;;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.935173742,-79.029588145
39893;FAIL TO APPEAR;103 GLENMORE RD;CHAPEL HILL;NC;27516;2019-03-18;1:35 PM;24;B;F;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.957443443,-79.059819969
39894;FAIL TO APPEAR/COMPL;100 LIBRARY DR;CHAPEL HILL;NC;27516;2019-03-18;4:23 PM;27;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.9323237,-79.03562183
39898;BREAKING/ENTER-MISD;1749 DOBBINS DR;CHAPEL HILL;NC;;2019-03-18;9:06 PM;40;W;M;N;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.945919,-79.014636
39892;POSS MARIJUANA MISD;1748 FORDHAM BLVD/EUROPA DR;CHAPEL HILL;NC;27514;2019-03-17;5:59 AM;38;B;M;N;ON VIEW;Y;;CLEARED BY ARREST;35.94195,-79.0181775
39891;AFFRAY/ASSAULT & BATTERY;303 W FRANKLIN ST;CHAPEL HILL;NC;27516;2019-03-17;8:32 PM;35;W;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.911233,-79.0596855
39890;BREAKING/LARC-FELONY;500 CHURCH ST;CHAPEL HILL;NC;27516;2019-03-17;4:05 PM;26;B;M;N;ON VIEW;N;UNARMED;CLEARED BY ARREST;35.91603,-79.0600815
39889;FAIL TO APPEAR/COMPL;1650 E FRANKLIN ST/S ELLIOTT RD;CHAPEL HILL;NC;27514;2019-03-17;2:36 AM;30;B;M;;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED;CLEARED BY ARREST;35.935011,-79.0294005
39888;DRUGS-MISD POSS;109 SAN MIGUEL PL;CHAPEL HILL;NC;27514;2019-03-16;7:22 PM;;;;;SUMMONED/CITED;N;;CLEARED BY ARREST;35.957556,-79.0236495
39886;AFFRAY/ASSAULT & BATTERY;450 W FRANKLIN ST;CHAPEL HILL;NC;27516;2019-03-16;1:43 AM;24;W;M;H;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.910631654,-79.062392048
39887;AFFRAY/ASSAULT & BATTERY;450 W FRANKLIN ST;CHAPEL HILL;NC;27516;2019-03-16;1:58 AM;;;;;SUMMONED/CITED;U;UNARMED;CLEARED BY ARREST;35.910631654,-79.062392048
39884;FAIL TO APPEAR/COMPL;331 PROVIDENCE GLEN DR;CHAPEL HILL;NC;27514;2019-03-14;5:27 PM;28;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED;CLEARED BY ARREST;35.94951,-79.013133
39885;IMPAIRED DRIVING DWI;201 S ESTES DR;CHAPEL HILL;NC;27514;2019-03-14;11:45 PM;53;W;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.929737,-79.026858
39881;CONSPIRACY TO COMMIT ARMED ROBBERY;107 MARKET ST;CHAPEL HILL;NC;27516;2019-03-13;4:44 PM;19;W;F;N;ON VIEW;N;HANDGUN;CLEARED BY ARREST;35.878482,-79.0657155
39883;CONSPIRACY TO COMMIT ARMED ROBBERY;107 MARKET ST;CHAPEL HILL;NC;27516;2019-03-13;4:45 PM;19;W;M;N;ON VIEW;N;HANDGUN;CLEARED BY ARREST;35.878482,-79.0657155
39879;DRUG PARAPHERNALIA;800 PRITCHARD AVE X;CHAPEL HILL;NC;27516;2019-03-13;8:52 AM;54;B;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.921097968,-79.061017738
39880;ROBBERY;HWY 54/ MORROW MILL RD;CHAPEL HILL;;27517;2019-03-13;4:44 PM;20;B;M;;ON VIEW;U;HANDGUN;CLEARED BY ARREST;35.9325,-79.2161775
39882;ROBBERY;828 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27514;2019-03-13;9:59 PM;26;W;M;N;ON VIEW;N;HANDGUN;CLEARED BY ARREST;35.926893,-79.0529265
39877;FAIL TO APPEAR/COMPL;NORTH COLUMBIA & EAST ROSEMARY;CHAPEL HILL;NC;27514;2019-03-12;12:41 PM;72;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.914068,-79.0562925
39874;SCHOOL-FAIL TO ATTEND;1105 NC 54;CHAPEL HILL;NC;27514;2019-03-11;7:09 AM;37;W;F;H;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.899776,-79.070319
39876;FAIL TO APPEAR/COMPL;828 MLK JR BLVD;CHAPEL HILL;NC;27514;2019-03-11;10:43 AM;22;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;;CLEARED BY ARREST;35.926893,-79.0529265
39878;LARC BY EMPLOYEES;1860 MLK JR BLVD;CHAPEL HILL;NC;27514;2019-03-11;7:14 PM;35;B;M;N;ON VIEW;;;CLEARED BY ARREST;35.966601,-79.0587855
39875;BREAKING/LARC-FELONY;109 EVERAM CT;CHAPEL HILL;NC;27516;2019-03-11;5:00 PM;54;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.969274952,-79.067732704
39869;POSS MARIJUANA MISD;100 E ROSEMARY ST;CHAPEL HILL;NC;27514;2019-03-10;6:48 PM;32;B;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.914028047,-79.056199683
39870;DRIVING WHILE IMPAIRED;600 E ROSEMARY ST;CHAPEL HILL;NC;27514;2019-03-10;9:07 PM;23;W;F;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.917800112,-79.0462904
39867;DRUG PARAPHERNALIA;100 E LONGVIEW ST/N COLUMBIA ST;CHAPEL HILL;NC;27516;2019-03-10;12:11 PM;39;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED;CLEARED BY ARREST;35.91972,-79.0597215
39866;LARCENY -  ALL OTHER;E LONGVIEW//N COLUMBIA;CHAPEL HILL;NC;27514;2019-03-10;12:47 PM;45;W;F;;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.91972,-79.0597215
39865;POSSESSION MARIJUANA  M;;CHAPEL HILL;NC;;2019-03-10;1:15 AM;32;B;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.91489,-79.05677
39873;OPEN BEVERAGE;316 PITTSBORO ST/VANCE ST;CHAPEL HILL;NC;27516;2019-03-10;3:16 AM;30;B;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.906688,-79.0548075
39868;FUGITIVE-POSS HANDGUN W/O PERMIT;1250 MARTIN LUTHER KING JR BLVD/HOMESTEAD RD;CHAPEL HILL;NC;27514;2019-03-10;2:23 PM;22;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.949519,-79.0583715
39872;ASSAULT ON GOVERNMENT OFFICIAL;120 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-03-09;9:55 PM;29;B;F;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.913419332,-79.055005207
39864;FAIL TO APPEAR/COMPL;828 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27514;2019-03-09;4:22 AM;48;W;M;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.926893,-79.0529265
39871;IMPAIRED DRIVING DWI;1526 E FRANKLIN ST;CHAPEL HILL;NC;27517;2019-03-09;10:05 PM;58;W;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.932572,-79.031385
39863;IMPAIRED DRIVING DWI;1526 E FRANKLIN ST/COUCH RD;CHAPEL HILL;NC;27514;2019-03-09;2:09 AM;24;W;M;;ON VIEW;Y;;CLEARED BY ARREST;35.932941,-79.0314795
39862;ASSAULT INFLICTING INJURY;106 N ELLIOTT RD;CHAPEL HILL;NC;27514;2019-03-08;11:39 PM;21;B;F;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.937891,-79.029243
39860;IMPAIRED DRIVING DWI;1526 E FRANKLIN ST;CHAPEL HILL;NC;;2019-03-08;3:13 AM;24;A;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.932572,-79.031385
39861;FRAUD-OBT PROPERTY;106 N ELLIOTT RD;CHAPEL HILL;NC;27514;2019-03-08;11:07 PM;21;B;F;N;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.937891,-79.029243
39857;DRUG PARAPHERNALIA;300 EASTOWNE DR;CHAPEL HILL;NC;27514;2019-03-07;5:34 AM;;;;;SUMMONED/CITED;Y;;CLEARED BY ARREST;35.94852,-79.0059285
39859;ASSAULT W DEADLY WEAPON;105 KORINNA PL;CHAPEL HILL;NC;27516;2019-03-07;7:05 AM;53;B;F;;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.957844,-79.059042
39858;RESISTING ARREST;300 EASTOWNE DR;CHAPEL HILL;NC;27514;2019-03-07;5:22 AM;;;;;SUMMONED/CITED;Y;;CLEARED BY ARREST;35.94852,-79.0059285
39856;VIOLATION DOMESTIC VIOLENCE PROTECTIVE ORDER;207 GREENE ST;CHAPEL HILL;NC;27516;2019-03-06;11:05 PM;25;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.924184,-79.055721
39855;PUBLIC CONSUMPTION;159 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-03-06;3:02 PM;61;B;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.913949595,-79.053774365
39850;VIOLATION DOMESTIC VIOLENCE PROTECTIVE ORDER;106 ASHLEY FOREST RD;CHAPEL HILL;NC;27514;2019-03-06;12:56 AM;30;B;M;N;ON VIEW;N;UNARMED;CLEARED BY ARREST;35.944257786,-79.057017985
39852;DRIVING WHILE IMPAIRED;WEAVER DAIRY RD EXT.;CHAPEL HILL;NC;27514;2019-03-06;1:47 AM;23;B;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.960578658,-79.067233396
39854;BREAKING/LARC-FELONY;201 ROCK HAVEN ROAD;CARRBORO;NC;27312;2019-03-06;10:30 AM;;;;;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.892007952,-79.084215453
39848;DRIVING WHILE IMPAIRED;1740 FORDHAM BLVD;CHAPEL HILL;NC;27517;2019-03-05;5:12 AM;50;W;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.939939173,-79.020823678
39846;IMPAIRED DRIVING DWI  M;;CHAPEL HILL;NC;;2019-03-05;12:34 AM;30;W;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.91489,-79.05677
39851;VIOLATION OF COURT ORDER;146 ERWIN RD/OLD OXFORD RD E;CHAPEL HILL;NC;27514;2019-03-05;9:15 PM;43;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;HANDGUN;CLEARED BY ARREST;35.946729,-79.019928
39849;VIOLATION DOMESTIC VIOLENCE PROTECTIVE ORDER  M;;CHAPEL HILL;NC;;2019-03-05;9:27 PM;30;B;M;N;ON VIEW;N;UNARMED;CLEARED BY ARREST;35.91489,-79.05677
39853;POSS COCAINE FEL;120 N COLUMBIA ST/E ROSEMARY ST;CHAPEL HILL;NC;27514;2019-03-05;10:57 PM;66;B;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.914068,-79.0562925
39847;IMPAIRED DRIVING DWI;416 SEVERIN ST;CHAPEL HILL;NC;27516;2019-03-05;4:55 AM;30;W;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.925380789,-79.067072996
39843;POSSESSION MARIJUANA;99 S ELLIOTT RD;CHAPEL HILL;NC;27514;2019-03-04;1:07 PM;19;B;F;N;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.933605889,-79.028104581
39844;FTA - DWLR;1800 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27514;2019-03-04;2:58 PM;61;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.96823,-79.058646
39845;TRESPASSING;101 MANNING DR;CHAPEL HILL;NC;27514;2019-03-04;4:57 PM;61;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED;CLEARED BY ARREST;35.905356,-79.0510815
39842;LARCENY -  ALL OTHER;500 CHURCH ST;CHAPEL HILL;NC;27516;2019-03-03;11:55 PM;26;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.91603,-79.0600815
39840;BREAKING/LARC-FELONY;500 UMSTEAD DR;CHAPEL HILL;NC;27516;2019-03-03;4:06 PM;;;;;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.924769,-79.065504
39841;DRUG PARAPHERNALIA;300 S ESTES DR;CHAPEL HILL;NC;27517;2019-03-03;5:28 PM;54;B;M;N;SUMMONED/CITED;U;UNARMED;CLEARED BY ARREST;35.924941587,-79.024770866
39836;2ND DEGREE TRESPASS;1010 RALEIGH RD;CHAPEL HILL;NC;27514;2019-03-02;9:10 PM;50;B;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.90775,-79.0242075
39835;HIT/RUN LEAVE SCENE OF PROPERTY DAMAGE;1105 NC 54;CHAPEL HILL;NC;27514;2019-03-02;11:15 PM;22;A;M;;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.899776,-79.070319
39831;IMPAIRED DRIVING DWI;403 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27516;2019-03-02;12:41 AM;33;W;M;;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.915994,-79.057233
39834;OPEN BEVERAGE  M;310 W FRANKLIN ST;CHAPEL HILL;NC;27516;2019-03-02;11:36 AM;53;W;F;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.911379933,-79.060454434
39837;IMPAIRED DRIVING DWI;118 CHANNING LN;CHAPEL HILL;NC;27516;2019-03-02;11:09 PM;38;W;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.892987547,-79.06304921
39832;DRUGS-MISD POSS;RALEIGH RD OFF RAMP//FORDHA BLVD;CHAPEL HILL;NC;27516;2019-03-02;2:50 AM;23;B;M;;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.911027546,-79.037896494
39839;SHOPLIFTING/CONCEALMENT OF GOODS;1800 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-03-02;5:20 PM;39;B;F;;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.936523,-79.0253685
39833;IMPAIRED DRIVING DWI;EUBANKS ROAD/NC 86;CHAPEL HILL;NC;27514;2019-03-02;5:46 AM;26;W;F;;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED;CLEARED BY ARREST;35.968761,-79.061031
39830;DAMAGE-REAL PROPERTY;100 S COLUMBIA ST;CHAPEL HILL;NC;27516;2019-03-01;11:58 PM;61;W;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.912637,-79.05609
39829;FALSE ALARM-FIRE;110 WEST CAMERON AVENUE;CHAPEL HILL;NC;27514;2019-03-01;11:00 AM;18;U;M;;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.910263921,-79.055601773
39838;LARCENY -  ALL OTHER;828 MARTIN LUTHER KING JR BLVD;CHAPEL HILL;NC;27514;2019-03-01;11:51 AM;20;B;M;;SUMMONED/CITED;;;CLEARED BY ARREST;35.926893,-79.0529265
39827;AFFRAY/ASSAULT & BATTERY;149 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-03-01;1:21 AM;29;B;M;;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.91381733,-79.054132798
39828;SCHOOL-FAIL TO ATTEND;204 MELVILLE LOOP;CHAPEL HILL;NC;27514;2019-03-01;7:55 AM;34;W;F;N;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.946774,-79.015617
39825;OPEN CONTAINER;300 W ROSEMARY ST;CHAPEL HILL;NC;27516;2019-02-28;12:33 AM;64;W;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.913094731,-79.058923732
39826;SPEEDING TO ELUDE ARREST;100 SUNSET DR/W ROSEMARY ST;CARRBORO;NC;27516;2019-02-28;4:21 PM;28;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;;CLEARED BY ARREST;35.910972,-79.066143
39823;POSS COCAINE FEL;250 S ESTES DR;CHAPEL HILL;NC;27514;2019-02-27;5:03 PM;34;B;M;N;ON VIEW;Y;;CLEARED BY ARREST;35.925579,-79.0287075
39824;LARCENY -  ALL OTHER;420 W FRANKLIN ST;CHAPEL HILL;NC;27516;2019-02-26;4:00 PM;46;B;F;N;TAKEN INTO CUSTODY (WARRANT/LP);N;;CLEARED BY ARREST;35.911074016,-79.06123176
39821;FAIL TO APPEAR/COMPL;102 W FRANKLIN ST;CHAPEL HILL;NC;27516;2019-02-26;12:05 PM;48;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED;CLEARED BY ARREST;35.913064494,-79.056108885
39822;FAIL TO APPEAR/COMPL;410 W FRANKLIN ST;CHAPEL HILL;NC;27516;2019-02-26;3:28 PM;54;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED;CLEARED BY ARREST;35.911195573,-79.060930087
39818;ASSAULT ON FEMALE;123 BARCLAY RD;CHAPEL HILL;NC;27516;2019-02-25;5:25 AM;45;W;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.929625932,-79.057429188
39819;FRAUD-OBT PROPERTY;206 RIVER BIRCH LN;CHAPEL HILL;NC;27514;2019-02-25;9:27 AM;44;U;F;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.952319895,-79.018752673
39820;LARCENY -  ALL OTHER;1 SHADY LN;CHAPEL HILL;NC;27517;2019-02-25;4:50 PM;19;B;F;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.894130529,-79.036840708
39817;DRIVING WHILE IMPAIRED;E FRANKLIN ST./COLUMBIA ST.;CHAPEL HILL;NC;27514;2019-02-24;2:45 AM;21;A;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.913159,-79.0557795
39816;POSS MARIJUANA MISD;214 PINEGATE CIR;CHAPEL HILL;NC;27514;2019-02-23;5:49 PM;26;W;M;H;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.949141,-79.0087545
39815;BREAKING/ENTER-MISD;204 GREENE ST;CHAPEL HILL;NC;27516;2019-02-23;2:46 AM;22;W;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.925048,-79.055262
39813;PROBATION VIOLATION;101 MANNING DR;CHAPEL HILL;NC;27514;2019-02-22;3:17 PM;31;W;F;;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.905356,-79.0510815
39814;OPEN CONTAINER;120 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-02-22;11:49 PM;31;W;M;;TAKEN INTO CUSTODY (WARRANT/LP);Y;UNARMED;CLEARED BY ARREST;35.913419332,-79.055005207
39812;AWDW INFLICTING SERIOUS INJURY;100 N GRAHAM ST;CHAPEL HILL;;27516;2019-02-22;5:20 PM;53;B;M;N;ON VIEW;Y;LETHAL CUTTING INSTRUMENT;CLEARED BY ARREST;35.909965679,-79.06417891
39811;FAIL TO APPEAR/COMPL;201 SOUTH ESTES DRIVE;CHAPEL HILL;NC;27516;2019-02-21;2:35 PM;27;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.929737,-79.026858
39810;FAIL TO APPEAR/COMPL;400 COUNTRY CLUB RD;CHAPEL HILL;NC;27514;2019-02-20;10:15 AM;68;W;F;N;TAKEN INTO CUSTODY (WARRANT/LP);N;UNARMED;CLEARED BY ARREST;35.909424,-79.037874
39809;IMPAIRED DRIVING DWI;606 N ESTES DR;CHAPEL HILL;NC;27514;2019-02-20;12:58 AM;58;W;M;;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.935153548,-79.046522576
39808;CONCEALING MDSE/SHOPLIFTING;143 W FRANKLIN ST;CHAPEL HILL;NC;27516;2019-02-18;3:07 PM;59;W;F;N;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.911782,-79.0578765
39806;OPEN BEVERAGE;321 SOUTH ESTES DR;CHAPEL HILL;NC;27517;2019-02-18;3:28 PM;43;W;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.924409,-79.0235685
39807;IMPAIRED DRIVING DWI;200 COLUMBIA PL W;CHAPEL HILL;NC;27516;2019-02-18;11:27 PM;26;W;F;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.922333603,-79.057617186
39804;COMMUNICATE THREATS;800 PRITCHARD AVE EXT;CHAPEL HILL;NC;27514;2019-02-17;3:44 AM;68;B;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.921853,-79.059456
39922;COMMUNICATE THREATS;240 JAY ST;CHAPEL HILL;NC;27516;2019-02-17;9:00 AM;33;W;M;N;ON VIEW;U;RIFLE;CLEARED BY ARREST;35.918620597,-79.066603622
39802;MISUSE OF 911 SYSTEM;800 PRITCHARD AVE X;CHAPEL HILL;NC;27516;2019-02-17;4:50 AM;54;B;F;N;ON VIEW;Y;;CLEARED BY ARREST;35.921097968,-79.061017738
39801;DRUNK / DISRUPTIVE;100 E FRANKLIN ST;CHAPEL HILL;NC;27514;2019-02-17;2:24 AM;21;W;M;N;ON VIEW;Y;;CLEARED BY ARREST;35.912862,-79.0553025
39805;FAIL TO APPEAR/COMPL;311 S COLUMBIA ST/MEDICAL DR;CHAPEL HILL;NC;27516;2019-02-17;10:38 PM;64;W;M;N;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED;CLEARED BY ARREST;35.907192,-79.052868
39800;IMPAIRED DRIVING DWI;305 W ROSEMARY ST;CHAPEL HILL;NC;27516;2019-02-17;2:24 AM;28;B;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.912941454,-79.059045979
39795;FALSE ALARM-FIRE;110 WEST CAMERON AVENUE;CHAPEL HILL;NC;27514;2019-02-16;10:40 AM;19;W;M;;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.910263921,-79.055601773
39796;FALSE ALARM-FIRE;110 WEST CAMERON AVENUE;CHAPEL HILL;NC;27514;2019-02-16;10:40 AM;20;W;M;;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.910263921,-79.055601773
39797;FALSE ALARM-FIRE;110 WEST CAMERON AVENUE;CHAPEL HILL;NC;27514;2019-02-16;12:10 PM;22;W;M;;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.910263921,-79.055601773
39791;DRUG PARAPHERNALIA;E FRANKLIN ST//DEMING RD;CHAPEL HILL;NC;27516;2019-02-16;1:05 AM;23;W;M;H;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.921277,-79.038729
39799;IMPAIRED DRIVING DWI;520 W FRANKLIN ST/N GRAHAM ST;CHAPEL HILL;NC;27516;2019-02-16;11:26 PM;50;W;M;N;ON VIEW;Y;;CLEARED BY ARREST;35.909883,-79.064199
39792;FALSE ALARM-FIRE;110 WEST CAMERON AVENUE;CHAPEL HILL;NC;27514;2019-02-16;10:40 AM;20;A;M;N;SUMMONED/CITED;N;UNARMED;CLEARED BY ARREST;35.910263921,-79.055601773
39798;DAMAGE-REAL PROPERTY;500 UMSTEAD DR;CHAPEL HILL;NC;27516;2019-02-16;10:46 PM;22;A;M;N;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.924769,-79.065504
39793;ASSAULT W DEADLY WEAPON;1105 NC 54;CHAPEL HILL;NC;27514;2019-02-16;8:58 AM;19;B;F;N;ON VIEW;N;LETHAL CUTTING INSTRUMENT;CLEARED BY ARREST;35.899776,-79.070319
39803;CONCEALING MDSE/SHOPLIFTING;143 W FRANKLIN ST;CHAPEL HILL;NC;27516;2019-02-16;3:47 PM;52;B;M;N;SUMMONED/CITED;Y;;CLEARED BY ARREST;35.911782,-79.0578765
39786;DRUNK AND DISRUPTIVE;798 MARTIN LUTHER KING JR BLVD/HILLSBOROUGH ST;CHAPEL HILL;NC;27514;2019-02-15;12:10 AM;22;B;M;N;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.925057,-79.054119
39788;IMPAIRED DRIVING DWI;FORDHAM BLVD;CHAPEL HILL;NC;27514;2019-02-15;5:33 AM;22;W;M;;ON VIEW;Y;UNARMED;CLEARED BY ARREST;35.929338389,-79.024222068
39789;BREAKING/LARC-FELONY;407 W FRANKLIN ST;CHAPEL HILL;NC;27516;2019-02-15;1:46 PM;57;B;M;N;TAKEN INTO CUSTODY (WARRANT/LP);U;UNARMED;CLEARED BY ARREST;35.911137763,-79.060930565
39790;IMPAIRED DRIVING DWI;FORDHAM BLVD/MANNING DR;CHAPEL HILL;NC;27514;2019-02-15;8:57 PM;26;W;F;;SUMMONED/CITED;Y;UNARMED;CLEARED BY ARREST;35.898543,-79.036191
